"Provider Number","Hospital Name","Address1","Address2","Address3","City","State","ZIP Code","County Name","Phone Number","Hospital Type","Hospital Ownership","Emergency Service","GeoProviderId","Lat","Lon"
"190060","LAKE CHARLES MEMORIAL HOSPITAL","1701 OAK PARK BLVD","","","LAKE CHARLES","LA","70601","CALCASIEU","3374943200","Acute Care Hospitals","Voluntary non-profit - Other","Yes","190060","30.204576","-93.197737"
"190064","OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER","5000 HENNESSY BLVD","","","BATON ROUGE","LA","70808","EAST BATON ROUGE","2257658902","Acute Care Hospitals","Voluntary non-profit - Church","Yes","190064","30.40118","-91.111603"
"190065","BATON ROUGE GENERAL MEDICAL CENTER","3600 FLORIDA STREET","","","BATON ROUGE","LA","70806","EAST BATON ROUGE","2253877767","Acute Care Hospitals","Voluntary non-profit - Private","Yes","190065","30.4503576","-91.1532003"
"190078","ACADIAN MEDICAL CENTER","3501 HIGHWAY 190","","","EUNICE","LA","70535","SAINT LANDRY","3375807504","Acute Care Hospitals","Proprietary","Yes","190078","30.496905","-92.386265"
"190079","ST CHARLES PARISH HOSPITAL","1057 PAUL MAILLARD ROAD","","","LULING","LA","70070","SAINT CHARLES","9857856242","Acute Care Hospitals","Government - Hospital District or Authority","Yes","190079","29.9255774","-90.3709306"
"190081","WEST CARROLL MEMORIAL HOSPITAL","522 ROSS STREET","","","OAK GROVE","LA","71263","WEST CARROLL","3184283237","Acute Care Hospitals","Proprietary","Yes","190081","32.867853","-91.3832198"
"190086","NORTHERN LOUISIANA MEDICAL CENTER","401 EAST VAUGHN AVENUE","","","RUSTON","LA","71270","LINCOLN","3182542453","Acute Care Hospitals","Voluntary non-profit - Other","Yes","190086","32.5154386","-92.6334353"
"190088","SPRINGHILL MEDICAL CENTER","2001 DOCTORS DRIVE","","","SPRINGHILL","LA","71075","WEBSTER","3185391014","Acute Care Hospitals","Proprietary","Yes","190088","33.010286","-93.44389"
"190090","WINN PARISH MEDICAL CENTER","301 W BOUNDARY STREET","","","WINNFIELD","LA","71483","WINN","3186483007","Acute Care Hospitals","Proprietary","Yes","190090","31.9249972","-92.6450604"
"190098","LSU HEALTH SCIENCES CENTER - SHREVEPORT","1541 KINGS HIGHWAY","","","SHREVEPORT","LA","71130","CADDO","3186755058","Acute Care Hospitals","Government - State","Yes","190098","32.4817616","-93.7626361"
"190099","AVOYELLES HOSPITAL","4231 HIGHWAY 1192","","","MARKSVILLE","LA","71351","AVOYELLES","3182406000","Acute Care Hospitals","Proprietary","Yes","190099","31.1434405","-92.0645271"
"190102","OUR LADY OF LOURDES REGIONAL MEDICAL CENTER INC","611 ST LANDRY STREET","","","LAFAYETTE","LA","70506","LAFAYETTE","3372892000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","190102","30.215868","-92.027227"
"190106","OAKDALE COMMUNITY HOSPITAL","130 N HOSPITAL DR","","","OAKDALE","LA","71463","ALLEN","3183353700","Acute Care Hospitals","Voluntary non-profit - Other","Yes","190106","30.815684","-92.644548"
"190111","WILLIS KNIGHTON MEDICAL CENTER","2600 GREENWOOD ROAD","","","SHREVEPORT","LA","71103","CADDO","3186324000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","190111","32.4839363","-93.7788456"
"190114","HOMER MEMORIAL HOSPITAL","620 EAST COLLEGE STREET","","","HOMER","LA","71040","CLAIBORNE","3189272024","Acute Care Hospitals","Government - Local","Yes","190114","32.7939062","-93.0624524"
"190116","MOREHOUSE GENERAL HOSPITAL","323 W WALNUT","","","BASTROP","LA","71220","MOREHOUSE","3182833601","Acute Care Hospitals","Government - Hospital District or Authority","Yes","190116","32.7754364","-91.9173418"
"190118","DESOTO REGIONAL HEALTH SYSTEM","207 JEFFERSON STREET","","","MANSFIELD","LA","71052","DE SOTO","3188713101","Acute Care Hospitals","Proprietary","Yes","190118","32.0359329","-93.709103"
"190122","EARL K LONG MEDICAL CENTER","5825 AIRLINE HIGHWAY","","","BATON ROUGE","LA","70805","EAST BATON ROUGE","2253581002","Acute Care Hospitals","Government - State","Yes","190122","30.5032109","-91.1318166"
"190125","ST FRANCIS MEDICAL CENTER","309 JACKSON STREET","","","MONROE","LA","71201","OUACHITA","3189664141","Acute Care Hospitals","Voluntary non-profit - Church","Yes","190125","32.499967","-92.113586"
"190128","WOMAN'S HOSPITAL","9050 AIRLINE HWY","","","BATON ROUGE","LA","70815","EAST BATON ROUGE","2259271300","Acute Care Hospitals","Voluntary non-profit - Other","Yes","190128","30.4442081","-91.0897726"
"190133","ALLEN PARISH HOSPITAL","108 6TH AVENUE","","","KINDER","LA","70648","ALLEN","3377389489","Acute Care Hospitals","Government - Hospital District or Authority","Yes","190133","30.491536","-92.8509968"
"190135","OCHSNER BAPTIST MEDICAL CENTER LLC","2700 NAPOLEON AVENUE","","","NEW ORLEANS","LA","70115","ORLEANS","5048975998","Acute Care Hospitals","Voluntary non-profit - Private","Yes","190135","29.9371871","-90.1032932"
"190140","FRANKLIN MEDICAL CENTER","2106 LOOP ROAD","","","WINNSBORO","LA","71295","FRANKLIN","3184359411","Acute Care Hospitals","Government - Hospital District or Authority","Yes","190140","32.1582394","-91.7051993"
"190144","MINDEN MEDICAL CENTER","NO 1 MEDICAL PLAZA","","","MINDEN","LA","71055","WEBSTER","3183715603","Acute Care Hospitals","Proprietary","Yes","190144","32.6170001","-93.2856242"
"190145","LASALLE GENERAL HOSPITAL","187 NINTH ST/HWY 84 WEST","","","JENA","LA","71342","LA SALLE","3189929150","Acute Care Hospitals","Government - Hospital District or Authority","Yes","190145","31.6832271","-92.1337448"
"190146","EAST JEFFERSON GENERAL HOSPITAL","4200 HOUMA BLVD","","","METAIRIE","LA","70006","JEFFERSON","5044544000","Acute Care Hospitals","Government - Hospital District or Authority","Yes","190146","30.0142631","-90.1816596"
"190151","RICHARDSON MEDICAL CENTER","254 HIGHWAY 3048","","","RAYVILLE","LA","71269","RICHLAND","3187284181","Acute Care Hospitals","Government - Hospital District or Authority","Yes","190151","32.4696122","-91.7505766"
"190160","GLENWOOD REGIONAL MEDICAL CENTER","503 MCMILLAN ROAD","","","WEST MONROE","LA","71291","OUACHITA","3183294200","Acute Care Hospitals","Voluntary non-profit - Private","Yes","190160","32.5133611","-92.1573349"
"190161","W O MOSS REGIONAL MEDICAL CENTER","1000 WALTERS STREET","","","LAKE CHARLES","LA","70607","CALCASIEU","3374758100","Acute Care Hospitals","Government - State","Yes","190161","30.182293","-93.207082"
"190164","BYRD REGIONAL HOSPITAL","1020 FERTITTA BLVD","","","LEESVILLE","LA","71446","VERNON","3372395113","Acute Care Hospitals","Proprietary","Yes","190164","31.137383","-93.2688931"
"190167","MERCY REGIONAL MEDICAL CENTER","800 E MAIN","","","VILLE PLATTE","LA","70586","EVANGELINE","3373635684","Acute Care Hospitals","Proprietary","Yes","190167","30.684921","-92.2659912"
"190175","RIVER PARISHES HOSPITAL","500 RUE DE SANTE","","","LAPLACE","LA","70068","ST JOHN THE BAPTIST","9856527000","Acute Care Hospitals","Proprietary","Yes","190175","30.0727113","-90.520622"
"190176","TULANE MEDICAL CENTER","1415 TULANE AVE","","","NEW ORLEANS","LA","70112","ORLEANS","5049885800","Acute Care Hospitals","Proprietary","Yes","190176","29.955114","-90.0754814"
"190177","LAKEVIEW REGIONAL MEDICAL CENTER","95 EAST FAIRWAY CENTER DRIVE","","","COVINGTON","LA","70433","SAINT TAMMANY","9858674447","Acute Care Hospitals","Proprietary","Yes","190177","30.4754702","-90.1009108"
"190183","LEONARD J CHABERT MEDICAL CENTER","1978 INDUSTRIAL BLVD","","","HOUMA","LA","70363","TERREBONNE","9858731285","Acute Care Hospitals","Government - Hospital District or Authority","Yes","190183","29.5715459","-90.6897304"
"190184","CITIZENS MEDICAL CENTER","7939 U S HWY 165 SOUTH","","","COLUMBIA","LA","71418","CALDWELL","3186496106","Acute Care Hospitals","Government - Hospital District or Authority","Yes","190184","32.1626831","-92.0948522"
"190190","CALDWELL MEMORIAL HOSPITAL","411 MAIN STREET","","","COLUMBIA","LA","71418","CALDWELL","3186496111","Acute Care Hospitals","Voluntary non-profit - Private","No","190190","32.1042903","-92.0760175"
"190199","VILLA FELICIANA MEDICAL COMPLEX","5002 HIGHWAY 10","","","JACKSON","LA","70748","EAST FELICIANA","2256344000","Acute Care Hospitals","Government - State","No","190199","30.8339428","-91.1409365"
"190201","WOMEN AND CHILDREN'S HOSPITAL AT LAKE CHARLES","4200 NELSON ROAD","","","LAKE CHARLES","LA","70605","CALCASIEU","3374746370","Acute Care Hospitals","Proprietary","Yes","190201","30.18133","-93.249927"
"190202","OCHSNER MEDICAL CENTER-BATON ROUGE","17000 MEDICAL CENTER DR","","","BATON ROUGE","LA","70816","EAST BATON ROUGE","2257554876","Acute Care Hospitals","Voluntary non-profit - Private","Yes","190202","30.4397158","-91.006436"
"190204","OCHSNER MEDICAL CENTER - NORTHSHORE LLC","100 MEDICAL CENTER DRIVE","","","SLIDELL","LA","70461","SAINT TAMMANY","9856497070","Acute Care Hospitals","Proprietary","Yes","190204","30.287936","-89.745579"
"190205","THE REGIONAL MEDICAL CENTER OF ACADIANA","2810 AMBASSADOR CAFFERY PARKWAY","","","LAFAYETTE","LA","70506","LAFAYETTE","3379896700","Acute Care Hospitals","Proprietary","Yes","190205","30.198204","-92.077476"
"190208","EAST CARROLL PARISH HOSPITAL","336 NORTH HOOD STREET","","","LAKE PROVIDENCE","LA","71254","EAST CARROLL","3185594023","Acute Care Hospitals","Government - Hospital District or Authority","Yes","190208","32.8074353","-91.1712706"
"190218","SABINE MEDICAL CENTER","240 HIGHLAND DRIVE","","","MANY","LA","71449","SABINE","3182561232","Acute Care Hospitals","Proprietary","Yes","190218","31.5607543","-93.471093"
"190236","WILLIS KNIGHTON BOSSIER HEALTH CENTER","2400 HOSPITAL DR","","","BOSSIER CITY","LA","71111","BOSSIER","3182127000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","190236","32.5576128","-93.7187404"
"190241","PHYSICIANS MEDICAL CENTER","218 CORPORATE DRIVE","","","HOUMA","LA","70360","TERREBONNE","9858531390","Acute Care Hospitals","Proprietary","No","190241","29.5990431","-90.7476722"
"190242","ST ELIZABETH HOSPITAL","1125 WEST HIGHWAY 30","","","GONZALES","LA","70737","ASCENSION","2256475000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","190242","30.209183","-90.9321499"
"190245","MONROE SURGICAL HOSPITAL","2408 BROADMOOR BLVD","","","MONROE","LA","71201","OUACHITA","3184100002","Acute Care Hospitals","Proprietary","No","190245","32.536063","-92.1012561"
"190246","P & S SURGICAL HOSPITAL","312 GRAMMONT ST SUITE 101","","","MONROE","LA","71201","OUACHITA","3183884040","Acute Care Hospitals","Voluntary non-profit - Other","Yes","190246","32.5011136","-92.1153069"
"190250","LOUISIANA MEDICAL CENTER AND HEART HOSPITAL LLC","64030 HIGHWAY 434","","","LACOMBE","LA","70445","SAINT TAMMANY","9856907500","Acute Care Hospitals","Proprietary","Yes","190250","30.3543657","-89.9191707"
"190251","SURGICAL SPECIALTY CENTER OF BATON ROUGE","8080 BLUEBONNET BLVD","","","BATON ROUGE","LA","70810","EAST BATON ROUGE","2254085500","Acute Care Hospitals","Proprietary","No","190251","30.375856","-91.099577"
"190255","PARK PLACE SURGICAL HOSPITAL","901 WILSON STREET","","","LAFAYETTE","LA","70503","LAFAYETTE","3372378119","Acute Care Hospitals","Voluntary non-profit - Private","Yes","190255","30.2071541","-92.0172902"
"190256","DOCTORS' HOSPITAL OF SLIDELL","989 ROBERT BLVD","","","SLIDELL","LA","70458","SAINT TAMMANY","5046908200","Acute Care Hospitals","Proprietary","Yes","190256","30.2914014","-89.7687762"
"190257","GREEN CLINIC SURGICAL HOSPITAL","1118 FARMERVILLE STREET","","","RUSTON","LA","71270","LINCOLN","3182327186","Acute Care Hospitals","Proprietary","No","190257","32.5175002","-92.6308327"
"190259","LAFAYETTE SURGICAL SPECIALTY HOSPITAL","1101 KALISTE SALOOM RD","","","LAFAYETTE","LA","70508","LAFAYETTE","3377694100","Acute Care Hospitals","Proprietary","No","190259","30.176328","-92.027359"
"190261","OUACHITA COMMUNITY HOSPITAL","1275 GLENNWOOD DRIVE","","","WEST MONROE","LA","71291","OUACHITA","3183321339","Acute Care Hospitals","Proprietary","Yes","190261","32.5019286","-92.1491251"
"190263","HEART HOSPITAL OF LAFAYETTE","1105 KALISTE SALOOM ROAD","","","LAFAYETTE","LA","70508","LAFAYETTE","3375211307","Acute Care Hospitals","Proprietary","Yes","190263","30.173161","-92.026973"
"190266","THE NEUROMEDICAL CENTER HOSPITAL","10105 PARK ROW CIRCLE","","","BATON ROUGE","LA","70810","EAST BATON ROUGE","2257639900","Acute Care Hospitals","Proprietary","Yes","190266","30.4011201","-91.045124"
"190267","FAIRWAY MEDICAL CENTER","67252 INDUSTRY LANE","","","COVINGTON","LA","70433","SAINT TAMMANY","9858016222","Acute Care Hospitals","Voluntary non-profit - Private","No","190267","30.4060377","-90.0833606"
"190268","LAFAYETTE GENERAL SURGICAL HOSPITAL","1000 W PINHOOK RD SUITE 100","","","LAFAYETTE","LA","70503","LAFAYETTE","3372898060","Acute Care Hospitals","Voluntary non-profit - Private","No","190268","30.204212","-92.014576"
"190270","SOUTHERN SURGICAL HOSPITAL","1700 W LINDBERG DRIVE","","","SLIDELL","LA","70458","SAINT TAMMANY","9856410600","Acute Care Hospitals","Proprietary","Yes","190270","30.273324","-89.755695"
"190273","GREATER BATON ROUGE SURGICAL HOSPITAL","7855 HOWELL PLACE BLVD","","","BATON ROUGE","LA","70807","EAST BATON ROUGE","2253584900","Acute Care Hospitals","Proprietary","Yes","190273","30.5570973","-91.1833043"
"190274","OCHSNER MEDICAL CENTER-KENNER LLC","180 WEST ESPLANADE AVENUE","","","KENNER","LA","70065","JEFFERSON","5044648065","Acute Care Hospitals","Voluntary non-profit - Private","Yes","190274","30.0229532","-90.2712857"
"190278","SPECIALISTS HOSPITAL SHREVEPORT","1500 LINE AVENUE","","","SHREVEPORT","LA","71101","CADDO","3186326083","Acute Care Hospitals","Proprietary","Yes","190278","32.4981322","-93.7460719"
"190297","DOCTORS HOSPITAL AT DEER CREEK LLC","815 SOUTH 10TH STREET","","","LEESVILLE","LA","71446","VERNON","3373925088","Acute Care Hospitals","Proprietary","Yes","190297","31.1351877","-93.2693182"
"19043F","ALEXANDRIA VA MEDICAL CENTER","2495 SHREVEPORT HIGHWAY 71 N","","","PINEVILLE                     ","LA","71360","RAPIDES","3184730010","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","NO","19043F","31.355891","-92.434652"
"19048F","OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT)","510 EAST STONER AVENUE","","","SHREVEPORT                    ","LA","71101","","3184246037","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","NO","19048F","32.500007","-93.724387"
"191303","ASSUMPTION COMMUNITY HOSPITAL","135 HIGHWAY 402","","","NAPOLEONVILLE","LA","70390","ASSUMPTION","9853694209","Critical Access Hospitals","Voluntary non-profit - Church","Yes","191303","29.9590108","-91.0406464"
"191305","ST JAMES PARISH HOSPITAL","1645 LUTCHER AVENUE","","","LUTCHER","LA","70071","SAINT JAMES","2258695512","Critical Access Hospitals","Voluntary non-profit - Other","Yes","191305","30.0413689","-90.6956256"
"191306","WEST FELICIANA PARISH HOSPITAL CAH","5266 COMMERCE STREET","","","SAINT FRANCISVILLE","LA","70775","WEST FELICIANA","2256352441","Critical Access Hospitals","Government - Hospital District or Authority","Yes","191306","30.7808651","-91.3767405"
"191311","BUNKIE GENERAL HOSPITAL","427 EVERGREEN STREET","","","BUNKIE                        ","LA","71322","AVOYELLES","3183466681","Critical Access Hospitals","Government - Hospital District or Authority","Yes","191311","30.9536417","-92.1780926"
"191315","HARDTNER MEDICAL CENTER","1102 N PINE ROAD","","","OLLA","LA","71465","LA SALLE","3184953131","Critical Access Hospitals","Government - Hospital District or Authority","Yes","191315","31.8617217","-92.2810766"
"191316","POINTE COUPEE GENERAL HOSPITAL","2202 FALSE RIVER DRIVE","","","NEW ROADS","LA","70760","POINTE COUPEE","2256386331","Critical Access Hospitals","Government - Hospital District or Authority","Yes","191316","30.6832323","-91.4600779"
"191317","JACKSON PARISH HOSPITAL","165 BEECH SPRINGS ROAD","","","JONESBORO","LA","71251","JACKSON","3182594435","Critical Access Hospitals","Government - Hospital District or Authority","Yes","191317","32.2524245","-92.719783"
"191320","BIENVILLE MEDICAL CENTER","1175 PINE STREET","","","ARCADIA","LA","71001","BIENVILLE","3182634700","Critical Access Hospitals","Proprietary","Yes","191320","32.5491106","-92.9160934"
"191321","LALLIE KEMP MEDICAL CENTER","52579 HIGHWAY 21 SOUTH","","","INDEPENDENCE","LA","70443","TANGIPAHOA","9858781333","Critical Access Hospitals","Government - State","Yes","191321","39.919477","-92.5020909"
"191322","ABROM KAPLAN MEMORIAL HOSPITAL","1310 WEST SEVENTH STREET","","","KAPLAN","LA","70548","VERMILION","3376438300","Critical Access Hospitals","Government - Hospital District or Authority","Yes","191322","30.0073743","-92.2965144"
"191323","RICHLAND PARISH HOSPITAL-DELHI","407 CINCINNATI STREET","","","DELHI","LA","71232","RICHLAND","3188785171","Critical Access Hospitals","Government - Hospital District or Authority","Yes","191323","32.4527751","-91.4939857"
"191324","OCHSNER ST ANNE GENERAL HOSPITAL","4608 HIGHWAY 1","","","RACELAND","LA","70394","LAFOURCHE","9855378377","Critical Access Hospitals","Voluntary non-profit - Other","Yes","191324","29.703478","-90.5642225"
"191325","LADY OF THE SEA GENERAL HOSPITAL","200 WEST 134TH PLACE","","","CUT OFF","LA","70345","LAFOURCHE","9856326401","Critical Access Hospitals","Government - Hospital District or Authority","Yes","191325","29.4557302","-90.3120794"
"191326","TRI-WARD GENERAL HOSPITAL","409 FIRST STREET","","","BERNICE","LA","71222","UNION","3182859066","Critical Access Hospitals","Government - Hospital District or Authority","Yes","191326","32.8243639","-92.6566097"
"200001","ST JOSEPH HOSPITAL","360 BROADWAY","","","BANGOR","ME","4401","PENOBSCOT","2072621000","Acute Care Hospitals","Voluntary non-profit - Church","No","200001","44.814708","-68.771453"
"200002","MILES MEMORIAL HOSPITAL","35 MILES STREET","","","DAMARISCOTTA","ME","4543","LINCOLN","2075631234","Acute Care Hospitals","Voluntary non-profit - Private","No","200002","44.0261132","-69.5281141"
"200008","MERCY HOSPITAL","144 STATE ST","","","PORTLAND","ME","4101","CUMBERLAND","2078793000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","200008","43.651587","-70.264821"
"200009","MAINE MEDICAL CENTER","22 BRAMHALL ST","","","PORTLAND","ME","4102","CUMBERLAND","2076620111","Acute Care Hospitals","Voluntary non-profit - Private","Yes","200009","43.6532533","-70.2753332"
"200018","AROOSTOOK MEDICAL CENTERTHE","140 ACADEMY ST - PO BOX 151","","","PRESQUE ISLE","ME","4769","AROOSTOOK","2077684000","Acute Care Hospitals","Voluntary non-profit - Private","No","200018","46.6766771","-67.9989551"
"200019","SOUTHERN MAINE MEDICAL CENTER","1 MEDICAL CENTER DRIVE","","","BIDDEFORD","ME","4005","YORK","2072837000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","200019","43.4784037","-70.4922168"
"200020","YORK HOSPITAL","15 HOSPITAL DR","","","YORK","ME","3909","YORK","2073634321","Acute Care Hospitals","Voluntary non-profit - Private","No","200020","43.1436769","-70.6506222"
"200021","MID COAST HOSPITAL","123 MEDICAL CENTER DRIVE","","","BRUNSWICK","ME","4011","CUMBERLAND","2077290181","Acute Care Hospitals","Voluntary non-profit - Private","Yes","200021","0","0"
"200024","CENTRAL MAINE MEDICAL CENTER","300 MAIN ST","","","LEWISTON","ME","4240","ANDROSCOGGIN","2077950111","Acute Care Hospitals","Voluntary non-profit - Private","Yes","200024","44.1010716","-70.2143252"
"200025","PARKVIEW ADVENTIST MEDICAL CENTER","329 MAIN ST","","","BRUNSWICK","ME","4011","CUMBERLAND","2073732000","Acute Care Hospitals","Voluntary non-profit - Church","No","200025","44.0181147","-69.9264657"
"200031","CARY MEDICAL CENTER","163 VAN BUREN RD SUITE 1","","","CARIBOU","ME","4736","AROOSTOOK","2074983111","Acute Care Hospitals","Government - Local","Yes","200031","46.8775844","-68.0087996"
"200032","STEPHENS MEMORIAL HOSPITAL","181 MAIN STREET","","","NORWAY","ME","4268","OXFORD","2077435933","Acute Care Hospitals","Voluntary non-profit - Private","Yes","200032","44.209866","-70.532275"
"200033","EASTERN MAINE MEDICAL CENTER","489 STATE ST PO BOX 404","","","BANGOR","ME","4401","PENOBSCOT","2079737000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","200033","44.8099004","-68.7497836"
"200034","ST MARYS REGIONAL MEDICAL CENTER","CAMPUS AVENUE - PO BOX 291","","","LEWISTON","ME","4240","ANDROSCOGGIN","2077778100","Acute Care Hospitals","Voluntary non-profit - Private","Yes","200034","44.1027623","-70.2009262"
"200037","FRANKLIN MEMORIAL HOSPITAL","111 FRANKLIN HEALTH COMMONS","","","FARMINGTON","ME","4938","FRANKLIN","2077786031","Acute Care Hospitals","Voluntary non-profit - Private","Yes","200037","0","0"
"200039","MAINE GENERAL MEDICAL CENTER","6 E CHESTNUT ST","","","AUGUSTA","ME","4330","KENNEBEC","2078721000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","200039","44.3133233","-69.768306"
"20003F","TOGUS VA MEDICAL CENTER","1 VA CENTER","","","AUGUSTA                       ","ME","4330","BETHEL","2076238411","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","NO","20003F","37.228312","-77.3903001"
"200040","HENRIETTA D GOODALL HOSPITAL","25 JUNE ST","","","SANFORD","ME","4073","YORK","2073244310","Acute Care Hospitals","Voluntary non-profit - Private","Yes","200040","43.4470583","-70.7667912"
"200041","INLAND HOSPITAL","200 KENNEDY MEMORIAL DRIVE","","","WATERVILLE","ME","4901","KENNEBEC","2078613000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","200041","44.5428874","-69.6626483"
"200050","MAINE COAST MEMORIAL HOSPITAL","50 UNION ST","","","ELLSWORTH","ME","4605","HANCOCK","2076675311","Acute Care Hospitals","Voluntary non-profit - Other","No","200050","44.546983","-68.416551"
"200052","NORTHERN MAINE MEDICAL CENTER","194 E MAIN ST","","","FORT KENT","ME","4743","AROOSTOOK","2078343195","Acute Care Hospitals","Voluntary non-profit - Private","Yes","200052","47.2682707","-68.591399"
"200063","PENOBSCOT BAY MEDICAL CENTER","6 GLEN COVE DRIVE","","","ROCKPORT","ME","4856","KNOX","2075968000","Acute Care Hospitals","Voluntary non-profit - Private","No","200063","44.1443966","-69.0856766"
"201300","BLUE HILL MEMORIAL HOSPITAL","57 WATER STREET","","","BLUE HILL","ME","4614","HANCOCK","2073742836","Critical Access Hospitals","Government - Local","Yes","201300","44.4113483","-68.5860413"
"201301","CHARLES A DEAN MEMORIAL HOSPITAL","PRITHAM AVENUE PO BOX 1129","","","GREENVILLE","ME","4441","PISCATAQUIS","2076955200","Critical Access Hospitals","Voluntary non-profit - Private","Yes","201301","45.4591944","-69.59953"
"201302","ST ANDREWS HOSPITAL","2ST ANDREWS LANE  PO BOX 417","","","BOOTHBAY HARBOR","ME","4538","LINCOLN","2076332121","Critical Access Hospitals","Voluntary non-profit - Private","Yes","201302","0","0"
"201303","PENOBSCOT VALLEY HOSPITAL","7 TRANSALPINE ROAD PO BOX 368","","","LINCOLN","ME","4457","PENOBSCOT","2077943321","Critical Access Hospitals","Voluntary non-profit - Private","Yes","201303","45.3328732","-68.502031"
"201304","MOUNT DESERT ISLAND HOSPITAL","10 WAYMAN LANE PO BOX 8","","","BAR HARBOR","ME","4609","HANCOCK","2072885081","Critical Access Hospitals","Voluntary non-profit - Private","Yes","201304","44.3844349","-68.2023324"
"201305","CALAIS REGIONAL HOSPITAL","24 HOSPITAL LANE","","","CALAIS","ME","4619","WASHINGTON","2074547521","Critical Access Hospitals","Voluntary non-profit - Private","Yes","201305","45.193924","-67.2672709"
"201306","RUMFORD  HOSPITAL","420 FRANKLIN STREET","","","RUMFORD","ME","4276","OXFORD","2073644561","Critical Access Hospitals","Voluntary non-profit - Private","Yes","201306","44.5512429","-70.5565958"
"201307","MILLINOCKET REGIONAL HOSPITAL","200 SOMERSET STREET","","","MILLINOCKET","ME","4462","PENOBSCOT","2077235161","Critical Access Hospitals","Voluntary non-profit - Private","Yes","201307","45.6535277","-68.715368"
"201308","HOULTON REGIONAL HOSPITAL","20 HARTFORD STREET","","","HOULTON","ME","4730","AROOSTOOK","2075322900","Critical Access Hospitals","Voluntary non-profit - Other","Yes","201308","46.1314673","-67.8433354"
"201309","MAYO REGIONAL HOSPITAL","897 WEST MAIN STREET","","","DOVER FOXCROFT","ME","4426","PISCATAQUIS","2075644251","Critical Access Hospitals","Government - Hospital District or Authority","Yes","201309","45.184048","-69.229873"
"201310","BRIDGTON HOSPITAL","10 HOSPITAL DRIVE","","","BRIDGTON","ME","4009","CUMBERLAND","2076476000","Critical Access Hospitals","Voluntary non-profit - Private","Yes","201310","44.0467419","-70.713982"
"201311","DOWN EAST COMMUNITY HOSPITAL","11 HOSPITAL DRIVE","","","MACHIAS","ME","4654","WASHINGTON","2072553356","Critical Access Hospitals","Voluntary non-profit - Private","Yes","201311","0","0"
"201312","WALDO COUNTY GENERAL HOSPITAL","118 NORTHPORT AVE","","","BELFAST","ME","4915","WALDO","2073382500","Critical Access Hospitals","Voluntary non-profit - Private","Yes","201312","44.4035353","-68.9897202"
"201313","SEBASTICOOK VALLEY HOSPITAL","447 NORTH MAIN STREET","","","PITTSFIELD","ME","4967","SOMERSET","2074875141","Critical Access Hospitals","Voluntary non-profit - Private","Yes","201313","44.8370161","-69.4009708"
"201314","REDINGTON FAIRVIEW GENERAL HOSPITAL","46 FAIRVIEW AVE   PO BOX 468","","","SKOWHEGAN","ME","4976","SOMERSET","2074745121","Critical Access Hospitals","Voluntary non-profit - Other","Yes","201314","44.7577353","-69.7137451"
"210001","MERITUS MEDICAL CENTER","11116 MEDICAL CAMPUS ROAD","","","HAGERSTOWN","MD","21742","WASHINGTON","2403139500","Acute Care Hospitals","Voluntary non-profit - Private","Yes","210001","39.6218292","-77.6821861"
"210002","UNIVERSITY OF MARYLAND MEDICAL CENTER","22 S GREENE ST","","","BALTIMORE","MD","21201","BALTIMORE CITY","4103280313","Acute Care Hospitals","Voluntary non-profit - Private","Yes","210002","39.286184","-76.624188"
"210003","PRINCE GEORGES HOSPITAL CENTER","3001 HOSPITAL DRIVE","","","CHEVERLY","MD","20785","PRINCE GEORGES","3016182000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","210003","38.9315561","-76.9216473"
"210004","HOLY CROSS HOSPITAL","1500 FOREST GLEN ROAD","","","SILVER SPRING","MD","20910","MONTGOMERY","3017547010","Acute Care Hospitals","Voluntary non-profit - Church","Yes","210004","39.01572","-77.036076"
"210005","FREDERICK MEMORIAL HOSPITAL","400 WEST SEVENTH ST","","","FREDERICK","MD","21701","FREDERICK","2405663300","Acute Care Hospitals","Voluntary non-profit - Private","Yes","210005","39.4236574","-77.41386"
"210006","HARFORD MEMORIAL HOSPITAL","501 S UNION AVE","","","HAVRE DE GRACE","MD","21078","HARFORD","4436433303","Acute Care Hospitals","Voluntary non-profit - Private","Yes","210006","39.5434514","-76.0915336"
"210007","SAINT JOSEPH MEDICAL CENTER","7601 OSLER DRIVE","","","TOWSON","MD","21204","BALTIMORE","4103371200","Acute Care Hospitals","Voluntary non-profit - Church","Yes","210007","39.388135","-76.6106779"
