"Provider Number","Hospital Name","Address1","Address2","Address3","City","State","ZIP Code","County Name","Phone Number","Hospital Type","Hospital Ownership","Emergency Service","GeoProviderId","Lat","Lon"
"370018","JANE PHILLIPS MEDICAL CENTER","3500 EAST FRANK PHILLIPS BOULEVARD","","","BARTLESVILLE","OK","74006","WASHINGTON","9183337200","Acute Care Hospitals","Voluntary non-profit - Church","Yes","370018","36.7519872","-95.9408948"
"370019","GREAT PLAINS REGIONAL MEDICAL CENTER","1801 WEST 3RD STREET","","","ELK CITY","OK","73644","BECKHAM","5802252511","Acute Care Hospitals","Voluntary non-profit - Private","Yes","370019","35.4117385","-99.4251056"
"370020","VALLEY VIEW REGIONAL HOSPITAL","430 NORTH MONTA VISTA","","","ADA","OK","74820","PONTOTOC","5804216074","Acute Care Hospitals","Voluntary non-profit - Private","Yes","370020","34.7744159","-96.6347705"
"370022","JACKSON COUNTY MEMORIAL HOSPITAL","1200 EAST PECAN","","","ALTUS","OK","73523","JACKSON","5804824781","Acute Care Hospitals","Government - Hospital District or Authority","Yes","370022","34.635095","-99.316999"
"370023","DUNCAN REGIONAL HOSPITAL INC","1407 WHISENANT DRIVE","","","DUNCAN","OK","73533","STEPHENS","5802525300","Acute Care Hospitals","Proprietary","No","370023","34.5199989","-97.9749978"
"370025","MUSKOGEE REGIONAL MEDICAL CENTER","300 ROCKEFELLER DRIVE","","","MUSKOGEE","OK","74401","MUSKOGEE","9186825501","Acute Care Hospitals","Government - Hospital District or Authority","Yes","370025","35.7535076","-95.4061271"
"370026","ST MARY'S REGIONAL MEDICAL CENTER","305 SOUTH 5TH STREET","","","ENID","OK","73701","GARFIELD","5802336100","Acute Care Hospitals","Proprietary","Yes","370026","36.393867","-97.87186"
"370028","INTEGRIS BAPTIST MEDICAL CENTER","3300 NORTHWEST EXPRESSWAY","","","OKLAHOMA CITY","OK","73112","OKLAHOMA","4059493011","Acute Care Hospitals","Voluntary non-profit - Private","Yes","370028","35.530869","-97.5767117"
"370029","INTEGRIS CLINTON REGIONAL HOSPITAL","100 NORTH 30TH STREET","","","CLINTON","OK","73601","CUSTER","5803232363","Acute Care Hospitals","Government - Local","Yes","370029","35.514514","-98.996485"
"370030","INTEGRIS BLACKWELL REGIONAL HOSPITAL","710 SOUTH 13TH STREET","","","BLACKWELL","OK","74631","KAY","5803632311","Acute Care Hospitals","Voluntary non-profit - Private","No","370030","36.798281","-97.299988"
"370032","DEACONESS HOSPITAL","5501 NORTH PORTLAND AVENUE","","","OKLAHOMA CITY","OK","73112","OKLAHOMA","4056046109","Acute Care Hospitals","Proprietary","No","370032","35.5268021","-97.5836689"
"370034","MCALESTER REGIONAL HEALTH CENTER","ONE CLARK BASS BOULEVARD","","","MCALESTER","OK","74501","PITTSBURG","9184261800","Acute Care Hospitals","Voluntary non-profit - Other","Yes","370034","34.9342697","-95.7507215"
"370036","HARMON MEMORIAL HOSPITAL","400 EAST CHESTNUT STREET","","","HOLLIS","OK","73550","HARMON","5806883363","Acute Care Hospitals","Voluntary non-profit - Other","No","370036","34.691495","-99.9148762"
"370037","ST ANTHONY HOSPITAL","1000 NORTH LEE AVENUE","","","OKLAHOMA CITY","OK","73101","OKLAHOMA","4052727000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","370037","35.4780019","-97.523522"
"370039","CLAREMORE REGIONAL HOSPITAL","1202 N MUSKOGEE PLACE","","","CLAREMORE","OK","74017","ROGERS","9183426777","Acute Care Hospitals","Proprietary","Yes","370039","36.322643","-95.604625"
"370040","EASTERN OKLAHOMA MEDICAL CENTER","105 WALL STREET","","","POTEAU","OK","74953","LE FLORE","9186478161","Acute Care Hospitals","Voluntary non-profit - Other","Yes","370040","35.0445304","-94.6121388"
"370041","BRISTOW MEDICAL CENTER","700 W. 7TH","","","BRISTOW","OK","74010","CREEK","9183672215","Acute Care Hospitals","Proprietary","No","370041","35.8338057","-96.4010137"
"370047","MERCY MEMORIAL HEALTH CENTER","1011 FOURTEENTH AVENUE NORTHWEST ","","","ARDMORE","OK","73401","CARTER","4052235400","Acute Care Hospitals","Voluntary non-profit - Other","Yes","370047","34.189085","-97.141276"
"370048","MCCURTAIN MEMORIAL HOSPITAL","1301 LINCOLN ROAD","","","IDABEL","OK","74745","MCCURTAIN","5802867623","Acute Care Hospitals","Voluntary non-profit - Private","No","370048","33.8809132","-94.8127308"
"370049","STILLWATER MEDICAL CENTER","1323 WEST 6TH STREET","","","STILLWATER","OK","74076","PAYNE","4053721480","Acute Care Hospitals","Government - Hospital District or Authority","Yes","370049","36.11504","-97.074403"
"370051","MEMORIAL HOSPITAL & PHYSICIAN GROUP","319 EAST JOSEPHINE","","","FREDERICK","OK","73542","TILLMAN","5803357565","Acute Care Hospitals","Voluntary non-profit - Other","Yes","370051","34.4033028","-99.0144377"
"370054","GRADY MEMORIAL HOSPITAL","2220 IOWA STREET","","","CHICKASHA","OK","73018","GRADY","4052242300","Acute Care Hospitals","Voluntary non-profit - Other","No","370054","35.049241","-97.961299"
"370056","COMANCHE COUNTY MEMORIAL HOSPITAL","3401 WEST GORE BOULVARD","","","LAWTON","OK","73505","COMANCHE","5803558620","Acute Care Hospitals","Government - Hospital District or Authority","Yes","370056","34.6089474","-98.4367357"
"370057","OKMULGEE MEMORIAL HOSPITAL","1401 MORRIS DRIVE PO BOX 1038","","","OKMULGEE","OK","74447","OKMULGEE","9187564233","Acute Care Hospitals","Voluntary non-profit - Private","Yes","370057","35.6104069","-95.9532168"
"370065","CRAIG GENERAL HOSPITAL","735 NORTH FOREMAN","","","VINITA","OK","74301","CRAIG","9182567551","Acute Care Hospitals","Voluntary non-profit - Other","Yes","370065","36.6531624","-95.1557792"
"370072","LATIMER COUNTY GENERAL HOSPITAL","806 STATE HIGHWAY 2 NORTH","","","WILBURTON","OK","74578","LATIMER","9184652391","Acute Care Hospitals","Voluntary non-profit - Other","No","370072","34.9200344","-95.3202559"
"370078","OKLAHOMA STATE UNIVERSITY MEDICAL CENTER","744 WEST 9TH STREET","","","TULSA","OK","74127","OSAGE","9185872561","Acute Care Hospitals","Proprietary","Yes","370078","36.1469661","-96.0000439"
"370080","SHARE MEMORIAL HOSPITAL","800 SHARE DRIVE","","","ALVA","OK","73717","WOODS","5803272800","Acute Care Hospitals","Government - Local","Yes","370080","36.7871088","-98.6702103"
"370083","PUSHMATAHA CTY-TN OF ANTLERS HOSP AUTH","510 EAST MAIN STREET","","","ANTLERS","OK","74523","PUSHMATAHA","5802983341","Acute Care Hospitals","Government - Hospital District or Authority","Yes","370083","34.2317524","-95.6154565"
"370084","HASKELL COUNTY HEALTHCARE SYSTEM","401 NORTHWEST H STREET","","","STIGLER","OK","74462","HASKELL","9189674682","Acute Care Hospitals","Voluntary non-profit-Other","Yes","370084","35.2608071","-95.1282401"
"370089","TAHLEQUAH CITY HOSPITAL","1400 EAST DOWNING STREET","","","TAHLEQUAH","OK","74465","CHEROKEE","9184560641","Acute Care Hospitals","Voluntary non-profit - Other","Yes","370089","35.9153359","-94.9499611"
"370091","SAINT FRANCIS HOSPITAL INC","6161 SOUTH YALE","","","TULSA","OK","74136","TULSA","9184942200","Acute Care Hospitals","Voluntary non-profit - Other","Yes","370091","36.072803","-95.9194179"
"370093","O U MEDICAL CENTER","1200 EVERETT DRIVE","","","OKLAHOMA CITY","OK","73117","OKLAHOMA","4052715151","Acute Care Hospitals","Proprietary","Yes","370093","35.4813806","-97.4962537"
"370094","MIDWEST REGIONAL MEDICAL CENTER","2825 PARKLAWN DRIVE","","","MIDWEST CITY","OK","73110","OKLAHOMA","4056104411","Acute Care Hospitals","Proprietary","Yes","370094","35.467212","-97.393704"
"370097","SOUTHWESTERN MEDICAL CENTER","5602 SOUTHWEST LEE BOULEVARD","","","LAWTON","OK","73505","COMANCHE","5805314700","Acute Care Hospitals","Proprietary","Yes","370097","34.5943392","-98.4610453"
"370099","CUSHING REGIONAL HOSPITAL","1027 EAST CHERRY STREET","","","CUSHING","OK","74023","PAYNE","9182252915","Acute Care Hospitals","Proprietary","Yes","370099","35.97828","-96.757461"
"370100","CHOCTAW MEMORIAL HOSPITAL","1405 EAST KIRK ROAD","","","HUGO","OK","74743","CHOCTAW","5803179500","Acute Care Hospitals","Voluntary non-profit - Other","No","370100","34.0115933","-95.4921035"
"370103","SAYRE MEMORIAL HOSPITAL INC","911 HOSPITAL DRIVE","","","SAYRE","OK","73662","BECKHAM","5809285541","Acute Care Hospitals","Government - Hospital District or Authority","No","370103","35.3065222","-99.6329522"
"370106","INTEGRIS SOUTHWEST MEDICAL CENTER","4401 SOUTH WESTERN AVENUE","","","OKLAHOMA CITY","OK","73109","OKLAHOMA","4056367777","Acute Care Hospitals","Voluntary non-profit - Private","Yes","370106","35.4216849","-97.533061"
"370112","SEQUOYAH MEMORIAL HOSPITAL","213 EAST REDWOOD","","","SALLISAW","OK","74955","SEQUOYAH","9187741100","Acute Care Hospitals","Voluntary non-profit - Other","Yes","370112","35.4634641","-94.7888604"
"370113","INTEGRIS GROVE HOSPITAL","1001 EAST 18TH STREET","","","GROVE","OK","74344","DELAWARE","9187862243","Acute Care Hospitals","Voluntary non-profit - Other","Yes","370113","36.5788738","-94.7707153"
"370114","ST JOHN MEDICAL CENTER INC","1923 SOUTH UTICA AVENUE","","","TULSA","OK","74104","TULSA","9187442345","Acute Care Hospitals","Voluntary non-profit - Church","Yes","370114","36.134224","-95.9661519"
"37012F","MUSKOGEE VA MEDICAL CENTER","1011 HONOR HEIGHTS DRIVE","","","MUSKOGEE   ","OK","74401","MUSKOGEE","9185773000","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","NO","37012F","35.7634902","-95.4131562"
"370138","MEMORIAL HOSPITAL OF TEXAS COUNTY","520 MEDICAL DRIVE","","","GUYMON","OK","73942","TEXAS","5803386515","Acute Care Hospitals","Government - Local","Yes","370138","36.6907096","-101.4759864"
"370139","PERRY MEMORIAL HOSPITAL","501 FOURTEENTH STREET","","","PERRY","OK","73077","NOBLE","5803363541","Acute Care Hospitals","Government - Hospital District or Authority","Yes","370139","36.2891679","-97.29952"
"370148","EDMOND MEDICAL CENTER","ONE SOUTH BRYANT","","","EDMOND","OK","73034","OKLAHOMA","4053416100","Acute Care Hospitals","Proprietary","No","370148","35.653794","-97.461525"
"370149","UNITY HEALTH CENTER","1102 W MACARTHUR","","","SHAWNEE","OK","74804","POTTAWATOMIE","4052732270","Acute Care Hospitals","Voluntary non-profit - Other","Yes","370149","35.3617577","-96.9366779"
"37014F","OKLAHOMA CITY VA MEDICAL CENTER","921 NE 13TH STREET","","","OKLAHOMA CITY                 ","OK","73104","OKLAHOMA","4052700501","ACUTE CARE - VETERANS ADMINISTRATION","Government Federal","NO","37014F","35.483257","-97.495722"
"370153","ELKVIEW GENERAL HOSPITAL","429 WEST ELM STREET","","","HOBART","OK","73651","KIOWA","5807263324","Acute Care Hospitals","Government - Hospital District or Authority","Yes","370153","35.0368234","-99.0977122"
"370156","PAULS VALLEY GENERAL HOSPITAL","100 VALLEY DRIVE","","","PAULS VALLEY","OK","73075","GARVIN","4052385501","Acute Care Hospitals","Government - Hospital District or Authority","Yes","370156","34.7667821","-97.188387"
"370158","PURCELL MUNICIPAL HOSPITAL","1500 NORTH GREEN AVENUE","","","PURCELL","OK","73080","MCCLAIN","4055276524","Acute Care Hospitals","Government - Hospital District or Authority","Yes","370158","35.0287725","-97.3658028"
"370166","WAGONER COMMUNITY HOSPITAL","1200 WEST CHEROKEE STREET","","","WAGONER","OK","74467","WAGONER","9184855514","Acute Care Hospitals","Government - Hospital District or Authority","Yes","370166","35.9599924","-95.3930552"
"370169","EPIC MEDICAL CENTER","1 HOSPITAL DRIVE","","","EUFAULA","OK","74432","MCINTOSH","9186892535","Acute Care Hospitals","Government - Federal","Yes","370169","35.3109126","-95.5918609"
"370170","USPHS LAWTON INDIAN HOSPITAL","1515 LAWRIE TATUM ROAD","","","LAWTON","OK","73507","COMANCHE","5803545000","Acute Care Hospitals","Government - Federal","Yes","370170","34.6275531","-98.3856209"
"370171","W W HASTINGS INDIAN HOSPITAL","100 S BLISS AVENUE","","","TAHLEQUAH","OK","74464","CHEROKEE","9184583100","Acute Care Hospitals","Government - Federal","Yes","370171","35.9125252","-94.9492425"
"370172","CHOCTAW NATION HEALTHCARE","1 CHOCTAW WAY","","","TALIHINA","OK","74571","LATIMER","9185677000","Acute Care Hospitals","Government - Federal","Yes","370172","34.7514893","-95.0480162"
"370173","CLAREMORE INDIAN HOSPITAL","101 SOUTH MOORE AVE","","","CLAREMORE","OK","74017","ROGERS","9183418430","Acute Care Hospitals","Government - Federal","Yes","370173","36.316433","-95.629295"
"370178","MEMORIAL HOSPITAL OF STILWELL","1401 WEST LOCUST","","","STILWELL","OK","74960","ADAIR","9186963101","Acute Care Hospitals","Government - Federal","Yes","370178","35.8090716","-94.643007"
"370180","CHICKASAW NATION MEDICAL CENTER","1921 STONECIPHER BLVD","","","ADA","OK","74820","PONTOTOC","5804363980","Acute Care Hospitals","Government - Local","Yes","370180","34.7341661","-96.6512099"
"370183","HENRYETTA MEDICAL CENTER","DEWEY BARTLETT ST AND MAIN ST","","","HENRYETTA","OK","74437","OKMULGEE","9186524463","Acute Care Hospitals","Government - State","Yes","370183","35.4397964","-96.0168567"
"370190","SOUTHWESTERN REGIONAL MEDICAL CENTER","10109 EAST 79TH STREET SOUTH","","","TULSA","OK","74133","TULSA","9184965000","Acute Care Hospitals","Proprietary","No","370190","36.051037","-95.862497"
"370192","NORTHWEST SURGICAL HOSPITAL","9204 NORTH MAY AVENUE","","","OKLAHOMA CITY","OK","73120","OKLAHOMA","4048481918","Acute Care Hospitals","Proprietary","No","370192","35.564189","-97.5670623"
"370199","LAKESIDE WOMEN'S HOSPITAL","11200 NORTH PORTLAND AVENUE","","","OKLAHOMA CITY","OK","73120","OKLAHOMA","4059361500","Acute Care Hospitals","Proprietary","Yes","370199","35.583916","-97.5838349"
"370201","SURGICAL HOSPITAL OF OKLAHOMA","100 SOUTHEAST 59TH STREET","","","OKLAHOMA CITY","OK","73129","OKLAHOMA","4056349300","Acute Care Hospitals","Proprietary","Yes","370201","35.4061882","-97.510024"
"370202","SOUTHCREST HOSPITAL","8801 SOUTH 101ST EAST AVENUE","","","TULSA","OK","74133","TULSA","9182944000","Acute Care Hospitals","Proprietary","Yes","370202","36.0358997","-95.865106"
"370203","COMMUNITY HOSPITAL","3100 SOUTHWEST 89TH STREET","","","OKLAHOMA CITY","OK","73159","OKLAHOMA","4056028100","Acute Care Hospitals","Proprietary","Yes","370203","35.37613","-97.570535"
"370206","OKLAHOMA SPINE HOSPITAL","14101 PARKWAY COMMONS DRIVE","","","OKLAHOMA CITY","OK","73134","OKLAHOMA","4057492700","Acute Care Hospitals","Proprietary","Yes","370206","35.6140103","-97.5822405"
"370210","OKLAHOMA SURGICAL HOSPITAL LLC","2408 EAST 81ST STREET SUITE 300","","","TULSA","OK","74137","TULSA","9184775000","Acute Care Hospitals","Proprietary","Yes","370210","36.0438247","-95.9535599"
"370211","INTEGRIS CANADIAN VALLEY  HOSPITAL","1201 HEALTH CENTER PARKWAY","","","YUKON","OK","73099","CANADIAN","4057177999","Acute Care Hospitals","Voluntary non-profit - Other","Yes","370211","35.484988","-97.763602"
"370212","OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP","330 SOUTHWEST 80TH STREET","","","OKLAHOMA CITY","OK","73139","CLEVELAND","4056026500","Acute Care Hospitals","Proprietary","No","370212","35.3861628","-97.52175"
"370214","LINDSAY MUNICIPAL HOSPITAL","HIGHWAY 19 WEST","","","LINDSAY","OK","73052","GARVIN","4057561404","Acute Care Hospitals","Government - Hospital District or Authority","Yes","370214","34.8370328","-97.615888"
"370215","OKLAHOMA HEART HOSPITAL","4050 WEST MEMORIAL ROAD","","","OKLAHOMA CITY","OK","73120","OKLAHOMA","4056083200","Acute Care Hospitals","Proprietary","Yes","370215","35.6090002","-97.594286"
"370216","TULSA SPINE & SPECIALTY HOSPITAL","6901 SOUTH OLYMPIA AVENUE","","","TULSA","OK","74132","TULSA","9183885701","Acute Care Hospitals","Voluntary non-profit - Private","Yes","370216","36.064061","-96.003535"
"370218","SAINT FRANCIS HOSPITAL SOUTH","10501 EAST 91ST STREET SOUTH","","","TULSA","OK","74133","TULSA","9183076000","Acute Care Hospitals","Proprietary","Yes","370218","36.0319109","-95.8587494"
"370220","ORTHOPEDIC HOSPITAL","1044 SOUTHWEST 44TH STREET SUITE 950","","","OKLAHOMA CITY","OK","73109","OKLAHOMA","4056313085","Acute Care Hospitals","Government - Federal","Yes","370220","35.4205639","-97.5341424"
"370222","MCBRIDE CLINIC ORTHOPEDIC HOSPITAL  L L C","9600 NORTH BROADWAY EXTENSION","","","OKLAHOMA CITY","OK","73114","OKLAHOMA","4054781717","Acute Care Hospitals","Proprietary","No","370222","35.568477","-97.511137"
"370225","SUMMIT MEDICAL CENTER","1800 SOUTH RENAISSANCE BOULEVARD","","","EDMOND","OK","73034","OKLAHOMA","4053592400","Acute Care Hospitals","Proprietary","No","370225","35.635877","-97.4993187"
"370227","ST JOHN OWASSO","12451 EAST 100TH STREET NORTH","","","OWASSO","OK","74055","TULSA","9182745000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","370227","36.298863","-95.835129"
"370228","BAILEY MEDICAL CENTER L L C","10502 NORTH 110TH EAST AVENUE","","","OWASSO","OK","74055","TULSA","9183768000","Acute Care Hospitals","Government - Local","Yes","370228","36.3120919","-95.8506543"
"370229","INTEGRIS SEMINOLE MEDICAL CENTER","2401 WRANGLER BOULEVARD","","","SEMINOLE","OK","74868","SEMINOLE","4053034000","Acute Care Hospitals","Government - Federal","Yes","370229","35.24627","-96.69855"
"370232","MUSKOGEE COMMUNITY HOSPITAL","2900 NORTH MAIN STREET","","","MUSKOGEE","OK","74402","MUSKOGEE","9186877777","Acute Care Hospitals","Proprietary","Yes","370232","35.7819936","-95.3581845"
"370233","PINNACLE SPECIALTY HOSPITAL","2408 EAST 81ST STREET SUITE 600","","","TULSA","OK","74137","TULSA","9183922780","Acute Care Hospitals","Proprietary","Yes","370233","36.0438247","-95.9535599"
"370234","OKLAHOMA HEART HOSPITAL SOUTH","5200 EAST I-240 SERVICE ROAD","","","OKLAHOMA CITY","OK","73135","OKLAHOMA","4056286000","Acute Care Hospitals","Proprietary","Yes","370234","35.389759","-97.438475"
"371300","ATOKA MEMORIAL HOSPITAL","1200 WEST LIBERTY ROAD","","","ATOKA","OK","74525","ATOKA","5808893333","Critical Access Hospitals","Government - Hospital District or Authority","Yes","371300","34.393902","-96.1532739"
"371301","PRAGUE COMMUNITY HOSPITAL","1322 KLABSUBA AVENUE","","","PRAGUE","OK","74864","LINCOLN","4055674922","Critical Access Hospitals","Voluntary non-profit - Private","Yes","371301","35.4867368","-96.6850174"
"371302","WATONGA MUNICIPAL HOSPITAL","500 NORTH CLARENCE NASH BOULEVARD","","","WATONGA","OK","73772","BLAINE","5806237211","Critical Access Hospitals","Government - Hospital District or Authority","Yes","371302","35.8489184","-98.4192389"
"371304","JOHNSTON MEMORIAL HOSPITAL","1000 SOUTH BYRD","","","TISHOMINGO","OK","73460","JOHNSTON","5803712327","Critical Access Hospitals","Voluntary non-profit - Private","Yes","371304","34.2243037","-96.6752566"
"371306","MERCY HEALTH LOVE COUNTY","300 WANDA STREET","","","MARIETTA","OK","73448","LOVE","5802763347","Critical Access Hospitals","Proprietary","Yes","371306","33.941292","-97.130861"
"371307","CIMARRON MEMORIAL HOSPITAL","100 SOUTH ELLIS","","","BOISE CITY","OK","73933","CIMARRON","5805442501","Critical Access Hospitals","Government - Local","Yes","371307","36.7286868","-102.5180149"
"371309","PAWHUSKA HOSPITAL INC","1101 EAST 15TH STREET","","","PAWHUSKA","OK","74056","OSAGE","9182873232","Critical Access Hospitals","Proprietary","Yes","371309","36.6728299","-96.3254072"
"371310","HEALDTON MERCY HOSPITAL CORPORATION","918 SOUTHWEST 8TH STREET","","","HEALDTON","OK","73438","CARTER","5802290701","Critical Access Hospitals","Voluntary non-profit - Private","Yes","371310","34.2223779","-97.4921784"
"371311","JEFFERSON COUNTY HOSPITAL","INTERSECTION HYWS 81 & 70","","","WAURIKA","OK","73573","JEFFERSON","5802282244","Critical Access Hospitals","Government - Hospital District or Authority","Yes","371311","0","0"
"371312","ST JOHN SAPULPA","1004 EAST BRYAN","","","SAPULPA","OK","74066","CREEK","9182244280","Critical Access Hospitals","Voluntary non-profit - Private","Yes","371312","35.993108","-96.099965"
"371313","KINGFISHER REGIONAL HOSPITAL","500 SOUTH 9TH STREET","","","KINGFISHER","OK","73750","KINGFISHER","4053753141","Critical Access Hospitals","Proprietary","Yes","371313","35.8568357","-97.9365615"
"371314","PHYSICIANS' HOSPITAL IN ANADARKO","1002 EAST CENTRAL BOULEVARD","","","ANADARKO","OK","73005","CADDO","4052472551","Critical Access Hospitals","Government - Local","Yes","371314","0","0"
"371316","STROUD REGIONAL MEDICAL CENTER","2308 HIGHWAY 66 WEST","","","STROUD","OK","74079","LINCOLN","9189683571","Critical Access Hospitals","Government - Federal","Yes","371316","0","0"
"371317","LOGAN MEDICAL CENTER","200 SOUTH ACADEMY ROAD","","","GUTHRIE","OK","73044","LOGAN","4052826700","Critical Access Hospitals","Government - Hospital District or Authority","Yes","371317","35.8765465","-97.4604328"
"371318","FAIRFAX COMMUNITY HOSPITAL","40 HOSPITAL ROAD","","","FAIRFAX","OK","74637","OSAGE","9186423291","Critical Access Hospitals","Proprietary","Yes","371318","36.5631574","-96.7053075"
"371319","MARY HURLEY HOSPITAL","6 NORTH COVINGTON","","","COALGATE","OK","74538","COAL","5809272327","Critical Access Hospitals","Proprietary","Yes","371319","34.5387857","-96.2247017"
"371320","CLEVELAND AREA HOSPITAL","1401 WEST PAWNEE","","","CLEVELAND","OK","74020","PAWNEE","9183582501","Critical Access Hospitals","Government - Hospital District or Authority","Yes","371320","36.3099093","-96.4803407"
"371321","HOLDENVILLE GENERAL HOSPITAL","100 MCDOUGAL DRIVE","","","HOLDENVILLE","OK","74848","HUGHES","4053794200","Critical Access Hospitals","Government - Hospital District or Authority","Yes","371321","35.089002","-96.3797099"
"371322","BEAVER COUNTY MEMORIAL HOSPITAL","212 EAST 8TH STREET","","","BEAVER","OK","73932","BEAVER","5806254551","Critical Access Hospitals","Government - Hospital District or Authority","Yes","371322","36.8101949","-100.5145271"
"371323","WEATHERFORD REGIONAL HOSPITAL","3701 E MAIN","","","WEATHERFORD","OK","73096","CUSTER","5807725551","Critical Access Hospitals","Government - Hospital District or Authority","Yes","371323","35.5368752","-98.6764703"
"371324","HARPER COUNTY COMMUNITY HOSPITAL","1003 US HIGHWAY 64 NORTH","","","BUFFALO","OK","73834","HARPER","5807352555","Critical Access Hospitals","Voluntary non-profit - Other","Yes","371324","36.8420173","-99.6302927"
"371325","CORDELL MEMORIAL HOSPITAL","1220 NORTH GLENN ENGLISH STREET","","","CORDELL","OK","73632","WASHITA","5808323339","Critical Access Hospitals","Government - Hospital District or Authority","Yes","371325","35.3035579","-98.9875926"
"371326","INTEGRIS MARSHALL COUNTY MEDICAL CENTER","ONE HOSPITAL DRIVE","","","MADILL","OK","73446","MARSHALL","5807953384","Critical Access Hospitals","Government - Federal","Yes","371326","34.0809366","-96.77901"
"371327","OKEENE MUNICIPAL HOSPITAL","207 EAST F STREET","","","OKEENE","OK","73763","BLAINE","5808224417","Critical Access Hospitals","Government - Hospital District or Authority","Yes","371327","36.1170669","-98.315145"
"371328","ARBUCKLE MEMORIAL HOSPITAL","2011 WEST BROADWAY","","","SULPHUR","OK","73086","MURRAY","5806222161","Critical Access Hospitals","Voluntary non-profit - Other","Yes","371328","34.506292","-96.9934211"
"371329","FAIRVIEW REGIONAL MEDICAL CENTER","523 EAST STATE ROAD","","","FAIRVIEW","OK","73737","MAJOR","5802273721","Critical Access Hospitals","Government - Hospital District or Authority","Yes","371329","0","0"
"371330","QUARTZ MOUNTAIN MEDICAL CENTER","ONE WICKERSHAM DRIVE","","","MANGUM","OK","73554","GREER","5807823353","Critical Access Hospitals","Proprietary","Yes","371330","0","0"
"371331","DRUMRIGHT REGIONAL HOSPITAL","610 WEST BYPASS","","","DRUMRIGHT","OK","74030","CREEK","9183822300","Critical Access Hospitals","Proprietary","Yes","371331","35.991324","-96.613458"
"371332","SEILING COMMUNITY HOSPITAL","US HIGHWAY 60 NORTHEAST","","","SEILING","OK","73663","DEWEY","5809227361","Critical Access Hospitals","Government - Local","Yes","371332","36.6270597","-94.9994208"
"371333","CREEK NATION COMMUNITY HOSPITAL","309 NORTH 14TH","","","OKEMAH","OK","74859","OKFUSKEE","9186231424","Critical Access Hospitals","Voluntary non-profit - Other","Yes","371333","35.434725","-96.317409"
"371334","CARNEGIE TRI-COUNTY MUNICIPAL HOSPITAL","102 NORTH BROADWAY","","","CARNEGIE","OK","73015","CADDO","5806541050","Critical Access Hospitals","Proprietary","Yes","371334","35.1085479","-98.6048908"
"380001","MID-COLUMBIA MEDICAL CENTER","1700 E 19TH STREET","","","THE DALLES","OR","97058","WASCO","5412961111","Acute Care Hospitals","Voluntary non-profit - Other","No","380001","45.5878256","-121.1657486"
"380002","THREE RIVERS COMMUNITY HOSPITAL","500 SW RAMSEY AVENUE","","","GRANTS PASS","OR","97527","JOSEPHINE","5414727000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","380002","42.421115","-123.343257"
"380004","PROVIDENCE ST VINCENT MEDICAL CENTER","9205 SW BARNES ROAD","","","PORTLAND","OR","97225","WASHINGTON","5032161234","Acute Care Hospitals","Voluntary non-profit - Other","Yes","380004","45.5089521","-122.7716667"
"380005","ASHLAND COMMUNITY HOSPITAL","280 MAPLE STREET","","","ASHLAND","OR","97520","JACKSON","5412014000","Acute Care Hospitals","Government - Local","Yes","380005","42.2064423","-122.7249499"
"380007","LEGACY EMANUEL MEDICAL CENTER","2801 N GANTENBEIN AVENUE","","","PORTLAND","OR","97227","MULTNOMAH","5034132200","Acute Care Hospitals","Voluntary non-profit - Private","Yes","380007","45.5428235","-122.6694497"
"380009","OHSU HOSPITAL AND CLINICS","3181 SW SAM JACKSON PARK ROAD","","","PORTLAND","OR","97223","WASHINGTON","5034944036","Acute Care Hospitals","Voluntary non-profit - Other","Yes","380009","45.499482","-122.688789"
"380014","GOOD SAMARITAN REGIONAL MEDICAL CENTER","3600 NW SAMARITAN DRIVE","","","CORVALLIS","OR","97330","BENTON","5417685111","Acute Care Hospitals","Voluntary non-profit - Private","Yes","380014","44.603219","-123.253124"
"380017","LEGACY GOOD SAMARITAN MEDICAL CENTER","1015 NW 22ND AVENUE","","","PORTLAND","OR","97210","MULTNOMAH","5034137682","Acute Care Hospitals","Voluntary non-profit - Church","Yes","380017","45.530211","-122.69761"
"380018","ROGUE VALLEY MEDICAL CENTER","2825 E BARNETT ROAD","","","MEDFORD","OR","97504","JACKSON","5417897000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","380018","42.317686","-122.833328"
"380020","MCKENZIE-WILLAMETTE MEDICAL CENTER","1460 G STREET","","","SPRINGFIELD","OR","97477","LANE","5417264400","Acute Care Hospitals","Voluntary non-profit - Private","Yes","380020","44.053305","-123.003513"
"380021","TUALITY COMMUNITY HOSPITAL","335 SE 8TH AVENUE","","","HILLSBORO","OR","97123","WASHINGTON","5036811111","Acute Care Hospitals","Voluntary non-profit - Private","Yes","380021","45.5199332","-122.9775895"
"380022","SAMARITAN ALBANY GENERAL HOSPITAL","1046 6TH AVENUE SW","","","ALBANY","OR","97321","LINN","5418124000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","380022","44.628091","-123.114653"
